title,description,content,url,published_date,source,source_url,query,language,platform,date,text,file_source,type,post_id,image_url,domain,country,retweets,likes,user_location,comments,user_display_name,user_name,user_avatar,sentiment,reply_count,quote_count,view_count,is_reply,is_retweet,is_quote,sentiment_label,sentiment_score
,,,https://trt.global/world/article/1dc6e2136e65,,News,,Tamim bin Hamad Al Thani,en,trt.global,2025-03-29,... al-Fitr greetings to Abbas. Erdogan also spoke over the phone with Qatar's Emir Sheikh Tamim bin Hamad Al-Thani and discussed bilateral ties and regional ...,social,link,1dc6e2136e65,,,qatar,0,0,trt.global,0,,trt.global,,neutral,,,,,,,positive,0.9968920350074768
,,,https://www.threads.net/@gulftimes/post/DHBu70BsSjg/his-highness-sheikh-tamim-bin-hamad-al-thani-hosted-on-monday-at-lusail-palace-a,,News,,Tamim bin Hamad Al Thani,en,www.threads.net,2025-04-01,"Gulf Times (@gulftimes). His Highness Sheikh Tamim bin Hamad Al Thani hosted, on Monday at Lusail Palace, an Iftar banquet in honor of scholars, judges,...",social,link,his-highness-sheikh-tamim-bin-hamad-al-thani-hosted-on-monday-at-lusail-palace-a,,,qatar,0,0,www.threads.net,0,,threads.net,,positive,,,,,,,positive,0.9936848282814026
,,,https://thepeninsulaqatar.com/article/29/03/2025/amir-exchanges-eid-al-fitr-greetings,,News,,Tamim bin Hamad Al Thani,en,thepeninsulaqatar.com,2025-03-29,"Doha, Qatar: The Amir HH Sheikh Tamim bin Hamad Al Thani exchanged cables of greetings with Their Majesties, Excellencies, and Highnesses leaders of t...",social,link,amir-exchanges-eid-al-fitr-greetings,,,us,0,0,thepeninsulaqatar.com,0,,thepeninsulaqatar.com,,positive,,,,,,,positive,0.9991973042488098
,,,https://www.qicdrc.gov.qa/sites/default/files/2025-03/Qatar%20Financial%20Centre%20Authority%20v%20Horizon%20Crescent%20Wealth%20LLC%20-%20Sealed%20Judgment%20-%2019%20March%202025.pdf,,News,,Tamim bin Hamad Al Thani,en,www.qicdrc.gov.qa,2025-03-19,"In the name of His Highness Sheikh Tamim bin Hamad Al Thani,. Emir of the State of Qatar. Neutral Citation: [2025] QIC (A) 4. IN THE QATAR FINANCIAL CENTRE.",social,link,Qatar%20Financial%20Centre%20Authority%20v%20Horizon%20Crescent%20Wealth%20LLC%20-%20Sealed%20Judgment%20-%2019%20March%202025.pdf,,,qatar,0,0,www.qicdrc.gov.qa,0,,qicdrc.gov.qa,,neutral,,,,,,,positive,0.8015264272689819
,,,https://www.pbs.org/newshour/world/iran-rejects-direct-nuclear-negotiations-with-the-u-s-in-response-to-trumps-letter,,News,,Tamim bin Hamad Al Thani,en,www.pbs.org,2025-03-30,"Iranian President Pezeshkian and Emir of Qatar Sheikh Tamim bin Hamad Al Thani meet in Tehran. By —. Jon Gambrell, Associated Press Jon Gambrell, Associated ...",social,link,iran-rejects-direct-nuclear-negotiations-with-the-u-s-in-response-to-trumps-letter,,,qatar,0,0,www.pbs.org,0,,pbs.org,,neutral,,,,,,,positive,0.9877421855926514
,,,https://www.diwan.gov.qa/en/briefing-room/news/cables/2025/march/28/hh-the-amir-sends-condolences-to-king-of-thailand,,News,,Tamim bin Hamad Al Thani,en,www.diwan.gov.qa,2025-03-28,His Highness The Amir Sheikh Tamim bin Hamad Al Thani sent a cable of condolences to HM King Maha Vajiralongkorn of the Kingdom of Thailand on the victims ...,social,link,hh-the-amir-sends-condolences-to-king-of-thailand,,,qatar,0,0,www.diwan.gov.qa,0,,diwan.gov.qa,,negative,,,,,,,positive,0.8598372936248779
,,,https://www.turkiyetoday.com/turkiye/erdogan-initiates-diplomatic-efforts-ahead-of-eid-al-fitr-with-emir-thani-mahmoud-abbas-138117/,,News,,Tamim bin Hamad Al Thani,en,www.turkiyetoday.com,2025-03-29,"He held phone calls with Qatar's Emir, Sheikh Tamim bin Hamad Al Thani, and Palestinian President Mahmoud Abbas, during which he extended his Eid greetings to ...",social,link,,,,us,0,0,www.turkiyetoday.com,0,,turkiyetoday.com,,positive,,,,,,,positive,0.9415795803070068
,,,https://www.calcalistech.com/ctechnews/article/h5zwzuwro,,News,,Tamim bin Hamad Al Thani,en,www.calcalistech.com,2025-03-23,"Earlier last week, Qatar's Emir, Sheikh Tamim bin Hamad Al Thani, hosted the presidents of Rwanda and the Democratic Republic of Congo—two nations embroiled ...",social,link,h5zwzuwro,,,us,0,0,www.calcalistech.com,0,,calcalistech.com,,neutral,,,,,,,positive,0.997194766998291
,,,https://thepeninsulaqatar.com/article/31/03/2025/amir-sends-condolences-to-umm-al-qaiwain-ruler,,News,,Tamim bin Hamad Al Thani,en,thepeninsulaqatar.com,2025-03-31,"Doha, Qatar: The Amir HH Sheikh Tamim bin Hamad Al Thani sent a cable of condolences to HH Member of the Supreme Council of the United Arab Emirates a...",social,link,amir-sends-condolences-to-umm-al-qaiwain-ruler,,,us,0,0,thepeninsulaqatar.com,0,,thepeninsulaqatar.com,,positive,,,,,,,positive,0.9886332154273987
,,,https://www.dw.com/en/will-qatar-mediation-role-pacify-eastern-congo/a-71984284,,News,,Tamim bin Hamad Al Thani,en,www.dw.com,2025-03-11,"Rwandan President Paul Kagame and his Congolese counterpart, Felix Tshisekedi, met with Qatar's Emir Sheikh Tamim bin Hamad Al Thani on Tuesday in the Qatari ...",social,link,a-71984284,,,us,0,0,www.dw.com,0,,dw.com,,positive,,,,,,,positive,0.9891019463539124
,,,https://ilkha.com/english/latest/erdogan-discusses-bilateral-ties-and-regional-crises-in-eid-call-with-qatar-s-emir-449909,,News,,Tamim bin Hamad Al Thani,en,ilkha.com,2025-03-29,"Turkish President Recep Tayyip Erdoğan held a phone conversation with Emir Sheikh Tamim bin Hamad Al Thani of Qatar on Saturday, focusing on strengthening ...",social,link,erdogan-discusses-bilateral-ties-and-regional-crises-in-eid-call-with-qatar-s-emir-449909,,,us,0,0,ilkha.com,0,,ilkha.com,,positive,,,,,,,positive,0.9662982225418091
,,,https://psgtalk.com/2025/03/liverpool-psg-owners-compete-spanish-club-takeover-malaga/,,News,,Tamim bin Hamad Al Thani,en,psgtalk.com,2025-03-29,"Sheikh Tamim bin Hamad Al Thani. News. Liverpool, PSG Owners Competing for ... bin Nasser bin Abdullah Al Ahmed Al-Thani. However, they face competition ...",social,link,,,,us,0,0,psgtalk.com,0,,psgtalk.com,,neutral,,,,,,,negative,0.9776296615600586
,,,https://www.aa.com.tr/en/turkiye/turkish-qatari-leaders-discuss-israel-s-attacks-in-gaza-lebanon-syria/3523354,,News,,Tamim bin Hamad Al Thani,en,www.aa.com.tr,2025-03-29,ISTANBUL (AA) – Turkish President Recep Tayyip Erdogan and Qatar's Emir Sheikh Tamim bin Hamad Al-Thani spoke over the phone and discussed bilateral ties and ...,social,link,3523354,,,us,0,0,www.aa.com.tr,0,,aa.com.tr,,neutral,,,,,,,positive,0.9942189455032349
,,,https://www.jpost.com/middle-east/article-847920,,News,,Tamim bin Hamad Al Thani,en,www.jpost.com,2025-03-27,"fb-messenger. Emir of Qatar Sheikh Tamim bin Hamad Al Thani, February 26, 2025. ( Emir of Qatar Sheikh Tamim bin Hamad Al Thani, February 26, 2025. (photo ...",social,link,article-847920,,,us,0,0,www.jpost.com,0,,jpost.com,,positive,,,,,,,positive,0.9550948143005371
,,,https://www.pakistantoday.com.pk/2025/03/29/pakistan-qatar-reaffirm-to-further-strengthen-trade-investment-ties/,,News,,Tamim bin Hamad Al Thani,en,www.pakistantoday.com.pk,2025-03-29,LAHORE: Prime Minister Shehbaz Sharif on Saturday held a telephonic call with the Amir of the State of Qatar Sheikh Tamim bin Hamad Al Thani and conveyed his ...,social,link,,,,us,0,0,www.pakistantoday.com.pk,0,,pakistantoday.com.pk,,positive,,,,,,,positive,0.9839577674865723
,,,https://lovin.co/doha/en/latest/his-highness-sheikh-tamim-shares-eid-greetings-and-attends-prayers-in-lusail/?srsltid=AfmBOorDxdx46XLKFwE0YW2TGn_8IOE5DzxzFwG31lYKYLDNpTtU5pbx,,News,,Tamim bin Hamad Al Thani,en,lovin.co,2025-03-29,"On the occasion of Eid Al Fitr, His Highness Sheikh Tamim bin Hamad Al Thani shared his warmest congratulations with the people of Qatar and beyond. Taking ...",social,link,?srsltid=AfmBOorDxdx46XLKFwE0YW2TGn_8IOE5DzxzFwG31lYKYLDNpTtU5pbx,,,qatar,0,0,lovin.co,0,,lovin.co,,positive,,,,,,,positive,0.999825656414032
,,,https://www.kuna.net.kw/ArticleDetails.aspx?id=3224181&language=en,,News,,Tamim bin Hamad Al Thani,en,www.kuna.net.kw,2025-03-28,... Al-Ahmad Al-Jaber Al-Sabah received Friday a phone call from Qatari Amir Sheikh Tamim bin Hamad Al-Thani who congratulated him on Eid Al-Fitr. In the call ...,social,link,ArticleDetails.aspx?id=3224181&language=en,,,qatar,0,0,www.kuna.net.kw,0,,kuna.net.kw,,neutral,,,,,,,negative,0.8426742553710938
,,,https://dailytimes.com.pk/1281333/qatar-to-send-investment-delegation-to-pakistan-after-eid-for-stronger-ties/,,News,,Tamim bin Hamad Al Thani,en,dailytimes.com.pk,2025-03-29,... Tamim bin Hamad Al Thani. The two leaders discussed strengthening trade and investment relations between the two countries.,social,link,,,,us,0,0,dailytimes.com.pk,0,,dailytimes.com.pk,,positive,,,,,,,positive,0.9995050430297852
,,,https://www.newsofbahrain.com/bahrain/110660.html,,News,,Tamim bin Hamad Al Thani,en,www.newsofbahrain.com,2025-03-28,"His Majesty also held a phone conversation with His Highness Sheikh Tamim bin Hamad Al Thani, Amir of the State of Qatar. The two leaders extended their ...",social,link,110660.html,,,us,0,0,www.newsofbahrain.com,0,,newsofbahrain.com,,positive,,,,,,,positive,0.9971609115600586
,,,https://www.thenews.com.pk/print/1296690-shehbaz-greets-muslim-world-leaders-on-eid,,News,,Tamim bin Hamad Al Thani,en,www.thenews.com.pk,2025-03-29,LAHORE: Prime Minister Muhammad Shehbaz Sharif on Saturday held telephonic calls with the Emir of the State of Qatar Sheikh Tamim bin Hamad Al Thani and His ...,social,link,1296690-shehbaz-greets-muslim-world-leaders-on-eid,,,us,0,0,www.thenews.com.pk,0,,thenews.com.pk,,neutral,,,,,,,positive,0.6937335729598999
,,,https://armenpress.am/en/article/1215844,,News,,Tamim bin Hamad Al Thani,en,armenpress.am,2025-03-30,"... bin Rashid Al Maktoum, President of the Arab Republic of Egypt Abdel Fattah ... Tamim bin Hamad Al Thani, Prime Minister of the Republic of Iraq ...",social,link,1215844,,,qatar,0,0,armenpress.am,0,,armenpress.am,,positive,,,,,,,positive,0.9926930665969849
,,,https://www.qatar-tribune.com/article/169818/latest-news/amir-to-receive-well-wishers-on-first-day-of-eid-al-fitr,,News,,Tamim bin Hamad Al Thani,en,www.qatar-tribune.com,2025-03-29,DOHA: The Amiri Diwan has announced that His Highness the Amir Sheikh Tamim bin Hamad Al Thani will receive well-wishers on the occasion of Eid Al Fitr at ...,social,link,amir-to-receive-well-wishers-on-first-day-of-eid-al-fitr,,,us,0,0,www.qatar-tribune.com,0,,qatar-tribune.com,,neutral,,,,,,,positive,0.9994903802871704
,,,https://tvpworld.com/85927293/polish-president-among-leaders-allegedly-gifted-untaxed-alcohol-by-former-czech-president,,News,,Tamim bin Hamad Al Thani,en,tvpworld.com,2025-04-01,"Among the recipients were former Hungarian President Katalin Novák, Israeli President Isaac Herzog and even Qatari Emir Sheikh Tamim bin Hamad Al Thani— ...",social,link,polish-president-among-leaders-allegedly-gifted-untaxed-alcohol-by-former-czech-president,,,us,0,0,tvpworld.com,0,,tvpworld.com,,neutral,,,,,,,positive,0.9984424710273743
,,,https://sharjah24.ae/en/Articles/2025/03/28/d78,,News,,Tamim bin Hamad Al Thani,en,sharjah24.ae,2025-03-28,"UAE President Sheikh Mohamed bin Zayed Al Nahyan exchanged Eid Al Fitr ... Tamim bin Hamad Al Thani, Emir of Qatar; His Majesty King Hamad bin Isa Al ...",social,link,d78,,,uae,0,0,sharjah24.ae,0,,sharjah24.ae,,positive,,,,,,,positive,0.9901633858680725
,,,https://www.faz.net/aktuell/politik/thema/hamad-al-thani,,News,,Tamim bin Hamad Al Thani,de,www.faz.net,2025-03-26,Der Sheikh Tamim bin Hamad Al Thani im Porträt: Alle Nachrichten der FAZ rund um Tamim bin Hamad Al Thani. .,social,link,hamad-al-thani,,,qatar,0,0,www.faz.net,0,,faz.net,,neutral,,,,,,,negative,0.9518945813179016
,,,https://www.hindustantimes.com/opinion/delhidoha-engagement-looks-beyond-energy-trade-101741011540401.html,,News,,Tamim bin Hamad Al Thani,en,www.hindustantimes.com,2025-03-03,"The recent visit of Sheikh Tamim bin Hamad Al Thani, the Amir of Qatar, to India marks a momentous chapter in bilateral relations between the two countries.",social,link,delhidoha-engagement-looks-beyond-energy-trade-101741011540401.html,,,us,0,0,www.hindustantimes.com,0,,hindustantimes.com,,neutral,,,,,,,positive,0.999428927898407
,,,https://menafn.com/1109371968/Amir-Receives-Eid-Al-Fitr-Well-Wishers,,News,,Tamim bin Hamad Al Thani,en,menafn.com,2025-03-29,"QNA Doha, Qatar: The Amir HH Sheikh Tamim bin Hamad Al Thani received this morning a crowd of well-wishers on Eid Al Fitr at Lusail Palace.",social,link,Amir-Receives-Eid-Al-Fitr-Well-Wishers,,,us,0,0,menafn.com,0,,menafn.com,,neutral,,,,,,,positive,0.9991117119789124
,,,https://en.armradio.am/2025/03/31/armenian-pm-sends-congratulatory-messages-on-the-occasion-of-the-islamic-holiday-of-eid-al-fitr/,,News,,Tamim bin Hamad Al Thani,en,en.armradio.am,2025-03-31,"... bin Zayed Al Nahyan, Vice President and Prime Minister of the United Arab ... Tamim bin Hamad Al Thani, Prime Minister of the Republic of Iraq Muhammad ...",social,link,,,,qatar,0,0,en.armradio.am,0,,en.armradio.am,,neutral,,,,,,,positive,0.9923413991928101
,,,https://www.hbku.edu.qa/en/home,,News,,Tamim bin Hamad Al Thani,en,www.hbku.edu.qa,2025-03-26,"Hamad Bin Khalifa University · HBKU at Web Summit Qatar 2025 · HE Sheikh Mohammed bin Abdulrahman Al Thani Inaugurates “Fanar,” the Arab Artificial Intelligence ...",social,link,home,,,qatar,0,0,www.hbku.edu.qa,0,,hbku.edu.qa,,neutral,,,,,,,negative,0.9731248617172241
,,,https://www.dw.com/pt-002/poder%C3%A1-a-media%C3%A7%C3%A3o-do-qatar-trazer-a-paz-%C3%A0-rep%C3%BAblica-democr%C3%A1tica-do-congo/a-71992569,,News,,Tamim bin Hamad Al Thani,pt,www.dw.com,2025-03-21,"O emir do Qatar, Tamim bin Hamad Al Thani (ao centro na foto) Tamim bin Hamad Al Thani (centro) reuniu-se com Paul Kagame (à esquerda) e Felix Tshisekedi (à ...",social,link,a-71992569,,,us,0,0,www.dw.com,0,,dw.com,,positive,,,,,,,positive,0.972794771194458
,,,https://www.gulftoday.ae/news/2025/03/28/uae-president-exchanges-eid-al-fitr-greetings-with-leaders-of-brotherly-nations-grand-imam-of-al-azhar,,News,,Tamim bin Hamad Al Thani,en,www.gulftoday.ae,2025-03-28,"... Sheikh Mishal Al Ahmad Al Jaber Al Sabah, Emir of Kuwait; Sheikh Tamim Bin Hamad Al Thani, Emir of Qatar; King Hamad Bin Isa Al Khalifa of Bahrain; King ...",social,link,uae-president-exchanges-eid-al-fitr-greetings-with-leaders-of-brotherly-nations-grand-imam-of-al-azhar,,,uae,0,0,www.gulftoday.ae,0,,gulftoday.ae,,positive,,,,,,,positive,0.9981942772865295
,,,https://en.irna.ir/news/85791652/President-Pezeshkian-congratulates-Muslim-leaders-on-Eid-al-Fitr,,News,,Tamim bin Hamad Al Thani,en,en.irna.ir,2025-03-31,"For his part, El-Sisi prayed for peace, security, and prosperity across the Muslim world. Qatar. During his conversation with Tamim bin Hamad Al Thani, the ...",social,link,President-Pezeshkian-congratulates-Muslim-leaders-on-Eid-al-Fitr,,,qatar,0,0,en.irna.ir,0,,en.irna.ir,,positive,,,,,,,positive,0.9978396892547607
,,,https://www.bbc.com/news/articles/cy5n60wk137o,,News,,Tamim bin Hamad Al Thani,en,www.bbc.com,2025-03-26,"In February, Sheikh Tamim bin Hamad Al Thani, the Emir of Qatar, paid a state visit to India, accompanied by a high-level delegation. During the visit, the ...",social,link,cy5n60wk137o,,,us,0,0,www.bbc.com,0,,bbc.com,,negative,,,,,,,positive,0.9969882369041443
,,,https://timesofoman.com/article/156430-hm-the-sultan-exchanges-eid-greetings-through-phone-calls-with-some-leaders,,News,,Tamim bin Hamad Al Thani,en,timesofoman.com,2025-03-30,"... Hamad bin Issa Al Khalifa of the Kingdom of Bahrain,Sheikh Tamim bin Hamad Al Thani, Emir of the State of Qatar, Sheikh Mishal Al Ahmed Al Jaber Al Sabah ...",social,link,156430-hm-the-sultan-exchanges-eid-greetings-through-phone-calls-with-some-leaders,,,us,0,0,timesofoman.com,0,,timesofoman.com,,positive,,,,,,,positive,0.9979802966117859
,,,https://www.msn.com/en-ae/news/other/freestyle-drifting-championship-3rd-round-wins-for-al-qahtani-al-muhannadi-and-al-farhan/ar-AA1BXBhZ,,News,,Tamim bin Hamad Al Thani,en,www.msn.com,2025-03-30,"... bin Hamad Al Thani, Chairman of Qatar Racing Club. Registration and technical inspections saw widespread participation from the freestyle champions, with ...",social,link,ar-AA1BXBhZ,,,us,0,0,www.msn.com,0,,msn.com,,positive,,,,,,,positive,0.9957517385482788
,,,https://www.thecitizen.co.tz/tanzania/news/africa/drc-conflict-inside-rwanda-belgium-fallout--4986768,,News,,Tamim bin Hamad Al Thani,en,www.thecitizen.co.tz,2025-04-01,"Democratic Republic of Congo President Felix Tshisekedi and his Rwandan counterpart Paul Kagame meet with Qatar's Emir Sheikh Tamim bin Hamad Al Thani in Doha, ...",social,link,drc-conflict-inside-rwanda-belgium-fallout--4986768,,,qatar,0,0,www.thecitizen.co.tz,0,,thecitizen.co.tz,,negative,,,,,,,positive,0.9961918592453003
,,,https://www.theeastafrican.co.ke/tea/news/east-africa/congo-crisis-back-to-square-one-as-kagame-markets-deniability-4974944,,News,,Tamim bin Hamad Al Thani,en,www.theeastafrican.co.ke,2025-03-22,"From left: Rwanda's President Paul Kagame, Qatar's Emir Sheikh Tamim bin Hamad Al Thani and Democratic Republic of Congo (DRC) President Felix Tshisekedi ...",social,link,congo-crisis-back-to-square-one-as-kagame-markets-deniability-4974944,,,qatar,0,0,www.theeastafrican.co.ke,0,,theeastafrican.co.ke,,negative,,,,,,,positive,0.8881099820137024
,,,https://www.omanobserver.om/article/1168367/oman/his-majesty/hm-the-sultan-exchanges-eid-greetings,,News,,Tamim bin Hamad Al Thani,en,www.omanobserver.om,2025-03-29,"Muscat: His Majesty Sultan Haitham bin Tarik today exchanged Eid Al Fitr ... Hamad bin Issa Al Khalifa of the Kingdom of Bahrain, Sheikh Tamim bin ...",social,link,hm-the-sultan-exchanges-eid-greetings,,,qatar,0,0,www.omanobserver.om,0,,omanobserver.om,,positive,,,,,,,positive,0.9948639273643494
,,,https://menafn.com/1109371969/Amir-Performs-Eid-Al-Fitr-Prayer-At-Lusail-Praying-Area,,News,,Tamim bin Hamad Al Thani,en,menafn.com,2025-03-29,"Ramadan QNA Doha, Qatar: The Amir HH Sheikh Tamim bin Hamad Al Thani performed Eid Al Fitr prayer along with citizens at Lusail praying area.",social,link,Amir-Performs-Eid-Al-Fitr-Prayer-At-Lusail-Praying-Area,,,us,0,0,menafn.com,0,,menafn.com,,positive,,,,,,,positive,0.8393248915672302
,,,https://www.trt.global/afrika-swahili/article/404d9d357766,,News,,Tamim bin Hamad Al Thani,sw,www.trt.global,2025-04-01,... Tamim bin Hamad Al-Thani./Picha: Wengine. tokea hivi punde. Serikali ya ... Tamim bin Hamad Al-Thani. TRT Global - Viongozi wa Rwanda na DRC wakutana ...,social,link,404d9d357766,,,qatar,0,0,www.trt.global,0,,trt.global,,neutral,,,,,,,negative,0.9862011075019836
,,,https://www.diwan.gov.qa/?sc_lang=en,,News,,Tamim bin Hamad Al Thani,en,www.diwan.gov.qa,2025-04-01,"04‏/03‏/2025 — His Highness Sheikh Tamim bin Hamad Al Thani assumed his duties as Amir of the State of Qatar on 25th June 2013, following the announcement of His Highness The ...",social,link,?sc_lang=en,,,qatar,0,0,www.diwan.gov.qa,0,,diwan.gov.qa,,neutral,,,,,,,positive,0.9983742237091064
,,,https://reliefweb.int/report/syrian-arab-republic/implementation-directives-his-highness-sheikh-tamim-bin-hamad-al-thani-state-qatar-provides-reliable-electricity-supply-syrian-arab-republic,,News,,Tamim bin Hamad Al Thani,en,reliefweb.int,2025-04-01,"12‏/03‏/2025 — In implementation of the directives of His Highness Sheikh Tamim bin Hamad Al Thani, the State of Qatar provides reliable electricity supply to the Syrian Arab ...",social,link,implementation-directives-his-highness-sheikh-tamim-bin-hamad-al-thani-state-qatar-provides-reliable-electricity-supply-syrian-arab-republic,,,qatar,0,0,reliefweb.int,0,,reliefweb.int,,positive,,,,,,,positive,0.9983658194541931
,,,https://www.alestiklal.net/en/tag/keywords/tamim%20bin%20hamad%20al%20thani,,News,,Tamim bin Hamad Al Thani,en,www.alestiklal.net,2025-04-01,"قبل 3 أيام — Qatar's Emir, Sheikh Tamim bin Hamad Al Thani, visited four countries in Central Asia this week: Kazakhstan, Kyrgyzstan, Uzbekistan, and Tajikistan.",social,link,tamim%20bin%20hamad%20al%20thani,,,qatar,0,0,www.alestiklal.net,0,,alestiklal.net,,neutral,,,,,,,positive,0.9967971444129944
,,,https://www.intelligenceonline.com/tags/tamim-bin-hamad-al-thani,,News,,Tamim bin Hamad Al Thani,en,www.intelligenceonline.com,2025-04-01,17‏/03‏/2025 — Allegations that Qatari banks and individual citizens linked to the reigning Al Thani family transferred funds to the Syrian branch of Al Qaeda will finally not ...,social,link,tamim-bin-hamad-al-thani,,,us,0,0,www.intelligenceonline.com,0,,intelligenceonline.com,,neutral,,,,,,,negative,0.997017502784729
,,,https://www.fmprc.gov.cn/eng/gjhdq_665435/2675_665437/2873_663736/,,News,,Tamim bin Hamad Al Thani,en,www.fmprc.gov.cn,2025-04-01,"07‏/03‏/2025 — On July 9, 1988, China and Qatar established diplomatic relations. During the state visit of Qatar's Emir Tamim bin Hamad Al Thani to China in November 2014 ...",social,link,,,,qatar,0,0,www.fmprc.gov.cn,0,,fmprc.gov.cn,,neutral,,,,,,,positive,0.9989104270935059
,,,https://www.howtopronounce.com/tamim-bin-hamad-al-thani-1,,News,,Tamim bin Hamad Al Thani,en,www.howtopronounce.com,2025-04-01,"قبل 5 أيام — Meanings for Tamim Bin Hamad Al-Thani. He is the emir of Qatar, the son of Hamad bin Khalifa Al Thani, who is also an awardee of Nishan-e-Pakistan.",social,link,tamim-bin-hamad-al-thani-1,,,us,0,0,www.howtopronounce.com,0,,howtopronounce.com,,neutral,,,,,,,positive,0.9952316880226135
,,,https://www.tbsnews.net/tags/qatars-emir-sheikh-tamim-bin-hamad-al-thani,,News,,Tamim bin Hamad Al Thani,en,www.tbsnews.net,2025-04-01,"09‏/03‏/2025 — Qatar emir to pay state visit to UK. The emir, 44, and his consort, Sheikha Jawaher bint Hamad Al Thani, are due to arrive at Stansted airport east of ...",social,link,qatars-emir-sheikh-tamim-bin-hamad-al-thani,,,qatar,0,0,www.tbsnews.net,0,,tbsnews.net,,neutral,,,,,,,positive,0.9867108464241028
,,,https://www.dailysabah.com/politics/diplomacy/erdogan-urges-palestinian-unity-in-calls-with-abbas-al-thani,,News,,Tamim bin Hamad Al Thani,en,www.dailysabah.com,2025-04-01,"قبل 3 أيام — President Recep Tayyip Erdoğan held separate phone calls with Palestinian President Mahmoud Abbas and Qatari Emir Sheikh Tamim bin Hamad Al Thani,...",social,link,erdogan-urges-palestinian-unity-in-calls-with-abbas-al-thani,,,us,0,0,www.dailysabah.com,0,,dailysabah.com,,neutral,,,,,,,negative,0.967111349105835
,,,https://www.gulf-times.com/article/701379/qatar/amir-leaves-cairo,,News,,Tamim bin Hamad Al Thani,en,www.gulf-times.com,2025-03-28,"04‏/03‏/2025 — His Highness the Amir Sheikh Tamim bin Hamad Al Thani left the Arab Republic of Egypt Tuesday, after participating in the extraordinary Arab summit.",social,link,amir-leaves-cairo,,,us,0,0,www.gulf-times.com,0,,gulf-times.com,,neutral,,,,,,,negative,0.9905591011047363
,,,https://www.haaretz.com/israel-news/2025-03-31/ty-article/.premium/israeli-journalist-probed-in-qatargate-echoed-pro-qatar-message-crafted-by-netanyahu-aides/00000195-ed67-ddf6-a7f5-ffefbd950000,,News,,Tamim bin Hamad Al Thani,en,www.haaretz.com,2025-04-01,قبل يوم واحد — The journalist who was questioned as a suspect in the Qatargate case – which revolves around financial ties between Qatar and Prime Minister Benjamin ...,social,link,00000195-ed67-ddf6-a7f5-ffefbd950000,,,us,0,0,www.haaretz.com,0,,haaretz.com,,negative,,,,,,,positive,0.8223334550857544
,,,https://www.kaieteurnewsonline.com/tag/sheikh-tamim-bin-hamad-al-thani/,,News,,Tamim bin Hamad Al Thani,en,www.kaieteurnewsonline.com,2025-03-27,"قبل 5 أيام — Guyana and Qatar on Tuesday held bilateral discussions during a one-day visit by the Amir of the State of Qatar, His Highness Sheikh Tamim bin Hamad Al Thani.",social,link,,,,us,0,0,www.kaieteurnewsonline.com,0,,kaieteurnewsonline.com,,neutral,,,,,,,positive,0.9875327944755554
,,,https://www.newtimes.co.rw/article/24547/video/president-paul-kagame-meets-with-the-emir-of-qatar-tamim-bin-hamad-al-thani-in-doha,,News,,Tamim bin Hamad Al Thani,en,www.newtimes.co.rw,2025-04-01,"04‏/03‏/2025 — President Paul Kagame meets with the Emir of Qatar, Tamim bin Hamad Al Thani in Doha.",social,link,president-paul-kagame-meets-with-the-emir-of-qatar-tamim-bin-hamad-al-thani-in-doha,,,qatar,0,0,www.newtimes.co.rw,0,,newtimes.co.rw,,neutral,,,,,,,positive,0.9987743496894836
,,,https://qbusinessgate.qa/tag/sheikh-tamim-bin-hamad-al-thani/,,News,,Tamim bin Hamad Al Thani,en,qbusinessgate.qa,2025-04-01,15‏/03‏/2025 — His Highness the Amir of the State of Qatar Sheikh Tamim bin Hamad Al Thani has sent a cable of congratulations to the President of the Republic of Singapore.,social,link,,,,qatar,0,0,qbusinessgate.qa,0,,qbusinessgate.qa,,positive,,,,,,,positive,0.9993690848350525
,,,https://www.iletisim.gov.tr/english/haberler/detay/president-erdogan-emir-al-thani-of-qatar-talk-over-phone-29-3-25,,News,,Tamim bin Hamad Al Thani,en,www.iletisim.gov.tr,2025-04-01,"قبل 3 أيام — President Recep Tayyip Erdoğan spoke by phone with Emir Sheikh Tamim bin Hamad Al Thani of Qatar. The call addressed the Türkiye-Qatar bilateral relations, ...",social,link,president-erdogan-emir-al-thani-of-qatar-talk-over-phone-29-3-25,,,qatar,0,0,www.iletisim.gov.tr,0,,iletisim.gov.tr,,neutral,,,,,,,positive,0.8918948173522949
,,,https://www.yenisafak.com/en/news/turkish-qatari-leaders-discuss-israels-attacks-in-gaza-lebanon-syria-3700381,,News,,Tamim bin Hamad Al Thani,en,www.yenisafak.com,2025-04-01,قبل 3 أيام — Turkish President Recep Tayyip Erdogan and Qatar's Emir Sheikh Tamim bin Hamad Al-Thani spoke over the phone and discussed bilateral ties and regional ...,social,link,turkish-qatari-leaders-discuss-israels-attacks-in-gaza-lebanon-syria-3700381,,,us,0,0,www.yenisafak.com,0,,yenisafak.com,,neutral,,,,,,,positive,0.9854497909545898
