source,platform,type,post_id,date,text,title,url,image_url,domain,country,query,file_source,description,content,published_date,source_url,language,retweets,likes,user_location,comments,sentiment,user_display_name,user_name,user_avatar,reply_count,quote_count,view_count,is_reply,is_retweet,is_quote,sentiment_label,sentiment_score
X,X,post,1863143884815257822,2024-12-01,"@Iinda1509 @warfareanalysis It's not complicated. Assad is tryannical ruler like MBS, and UAE, Sisi, Abdullah. While Erdogan and Qatar emir are muslim brotherhood allegiance. So is Hamas. Morsi, Erdogan,Haniyeh,Qatar emir all have pan Islamist idealogy.",,https://x.com/Deadlyk52946158/status/1863143884815257822,,,qatar,Qatar ruler,twitter,,,,,,0,3,,0,,Mr Zronnn,Deadlyk52946158,https://pbs.twimg.com/profile_images/1512470677160611842/kKNwEu4f_normal.jpg,0.0,0.0,174.0,True,False,False,negative,0.9696236848831177
X,X,post,1863018557040140742,2024-12-01,"To Westerners who do not know what is happening in Syria, there is no just Arab ruler except for Qatar, Kuwait and the Sultanate of Oman. The rest are all dictators.
#Syria",,https://x.com/ahmedghazali79/status/1863018557040140742,,,qatar,Qatar ruler,twitter,,,,,,0,0,,0,,ahmed ghazali,ahmedghazali79,https://pbs.twimg.com/profile_images/1244247671516389377/QpP1fx0__normal.jpg,0.0,0.0,117.0,False,False,False,negative,0.9671896696090698
X,X,post,1862640537221964104,2024-11-29,@Juhayna_aa Each and every muslim country tried to suppress the Arab spring. Saudi led a blocked against Qatar for its al-jazeera coverage fear something similar might happen in Saudi too. This is largely due khawarij tendency. Rebel against the ruler is deemed sinful religiously so the...,,https://x.com/IamCataruto/status/1862640537221964104,,,qatar,Qatar ruler,twitter,,,,,,0,0,Hidden Fluff Village,1,,Cataruto Uzumeowki,IamCataruto,https://pbs.twimg.com/profile_images/1773151541072994305/IpBdS-ey_normal.jpg,1.0,0.0,37.0,True,False,False,negative,0.9965914487838745
X,X,post,1862564665261277263,2024-11-29,"@AlAwzaaee99 So is he back on the Manhaj or is he still dropped?
How quickly did Shaykh Raslan get off the Manhaj when he criticized ruler of Turkey &amp; insulted the rulers of Qatar in public? Did he become a Khariji instantly &amp; when did he become Salafi again?
How fluid do you keep the Manhaj?",,https://x.com/AijazBinRafi/status/1862564665261277263,,,qatar,Qatar ruler,twitter,,,,,,0,1,,1,,Jazz,AijazBinRafi,https://pbs.twimg.com/profile_images/1761371769418723328/mJYTJXSw_normal.jpg,1.0,0.0,58.0,True,False,False,negative,0.9988056421279907
X,X,post,1862500512698180059,2024-11-29,"Embroidered with pearls and other gems, the pearl carpet of Baroda was intended as a gift to adorn the tomb of Prophet Mohammed in Medina but remained in India as Khande Rao, the ruler of Baroda, died before it could be sent.

📸 National Museum of Qatar

https://t.co/Hy7grAGsan https://t.co/qvPpg9mD7v",,https://x.com/MAPAcademy_/status/1862500512698180059,,,qatar,Qatar ruler,twitter,,,,,,0,0,,0,,MAP Academy,MAPAcademy_,https://pbs.twimg.com/profile_images/1778585779176185856/Vcppb8va_normal.jpg,0.0,0.0,154.0,False,False,False,negative,0.9870532155036926
X,X,post,1861933117793092056,2024-11-28,"@Doghouse2023 @megawolverine @FCDOGovUK @UKinUkraine Well... if you look at the success in countries where the ruler actually has testosterone, such as:

Russia
Iran
North Korea
China 

Or where a particular family rules the roost, for example;

Saudi Arabia
Qatar
UAE

They are thriving and snuff at your sanctions 🤣",,https://x.com/akram786_waqas/status/1861933117793092056,,,uk,Qatar ruler,twitter,,,,,,0,0,"Manchester, England",0,,Waqas 🔻,akram786_waqas,https://pbs.twimg.com/profile_images/1866310468962246656/KGdYzgeY_normal.jpg,0.0,0.0,64.0,True,False,False,positive,0.9946935772895813
X,X,post,1857199874229637558,2024-11-14,@MijaTurk34975 @FawaidAlUlama Salman al-Awda (who I dislike for other reasons) never even criticized the Saudi Government. He prayed for reconciliation between Muslims and that just hurt the ego of the ruler cause of the cold war with Qatar at the time,,https://x.com/TheSavedSect1/status/1857199874229637558,,,qatar,Qatar ruler,twitter,,,,,,0,1,The First Life,0,,Anjem Shaykh Zubayr (Jewish History Expert),TheSavedSect1,https://pbs.twimg.com/profile_images/1780569062604455936/rTW9ymSn_normal.jpg,0.0,0.0,101.0,True,False,False,negative,0.810893177986145
X,X,post,1856916181208162317,2024-11-14,"@7MohammedKhaled My advise to palestenians ! Be merge to yourself in so called state israel , because israel has the democratic system, in future if palestine will be free then sure a dictator or monarchy ruler will occupy them like saudi ,uae , jordan  syria , kuwait ,qatar ,oman type rulers.",,https://x.com/Nisarkh31973095/status/1856916181208162317,,,qatar,Qatar ruler,twitter,,,,,,0,0,india,0,,khannisar,Nisarkh31973095,https://pbs.twimg.com/profile_images/1822236320187482112/ZBL7VGLB_normal.jpg,0.0,0.0,53.0,True,False,False,negative,0.9807217121124268
X,X,post,1856421790203163064,2024-11-12,"The palace of Shk Isa bin Ali al Khalifa, ruler of Bahrain 1868-1932. In the old capital, Muharraq, it was the seat of Bahrain’s govt during one of its most interesting times which saw the invasion of Qatar, a civil war and ended with a British invasion and treaty of protection. https://t.co/EbT2827Mmc",,https://x.com/AhamadNooh/status/1856421790203163064,,,qatar,Qatar ruler,twitter,,,,,,0,1,Dilmun,1,,🦦.,AhamadNooh,https://pbs.twimg.com/profile_images/1867626842611449856/8h8EjZEY_normal.jpg,1.0,1.0,169.0,False,False,False,positive,0.9593938589096069
X,X,post,1856364208499175539,2024-11-12,"2/ In 2021, Qatar held its first and only Shura Council elections, sparking protests as only descendants of Qataris who were citizens in 1930 could vote or run. The Shura Council is responsible for drafting laws, approving state budgets, and advising the ruler.
https://t.co/JQlN9T88l0",,https://x.com/HRF/status/1856364208499175539,,,qatar,Qatar ruler,twitter,,,,,,1,1,Together we can beat tyranny👉,1,,Human Rights Foundation (HRF),HRF,https://pbs.twimg.com/profile_images/1191843285284851713/VXOM10vt_normal.jpg,1.0,0.0,612.0,True,False,False,negative,0.9635128974914551
X,X,post,1856356876364959965,2024-11-12,"بحضور سفير القطري ومندوب سفارة السعودية 
Birland Anniv. in Nepal 2022 Standing in respect for #Birland_Anthem by some ministers, officials & from embassies such as Qatar & Saudia
وقوف احتراما للنشيد الوطني الملكي البيرلندي من قبل بعض وزراء ومسؤولي و من سفارتي قطر والسعوديه (شوف دقيقة 1:09) في حفل ذكرى تأسيس دولة بيرلاند اللي اقيمت في النيبال",,https://x.com/EHaiyawi/status/1856356876364959965,,,qatar,Qatar ruler,twitter,,,,,,5,14,Birland (Bir Tawil) ,2,,Emir Haiyawi Birland Ruler حاكم بيرلاند,EHaiyawi,https://pbs.twimg.com/profile_images/1820955725113303040/8xxBW8DU_normal.jpg,2.0,0.0,783.0,False,False,False,positive,0.8428760170936584
X,X,post,1856320423127928989,2024-11-12,"Most of the profits went to the oil companies and Qatar's ruler directly. 

Ali bin Abdullah Al Thani personally profited $61 million in 1958. https://t.co/gjskXSNXHX",,https://x.com/kbenme/status/1856320423127928989,,,qatar,Qatar ruler,twitter,,,,,,0,0,Amsterdam,1,,Koby Benmeleh,kbenme,https://pbs.twimg.com/profile_images/1682080082003632141/2W61kTyg_normal.jpg,1.0,0.0,11.0,True,False,False,negative,0.7410730123519897
X,X,post,1856206005450805702,2024-11-12,@TamimBinHamad We really appreciate about your characters as Qatar ruler god bless your family sir,,https://x.com/zahradd01560564/status/1856206005450805702,,,qatar,Qatar ruler,twitter,,,,,,0,1,"Doha, Qatar",0,,Real-Deeneey,zahradd01560564,https://pbs.twimg.com/profile_images/1860914073245765632/y34F_DqJ_normal.jpg,0.0,0.0,39.0,True,False,False,positive,0.9997214674949646
X,X,post,1856119574300590337,2024-11-11,Are you now critiqing Raslan? Given he publicly criticized the ruler of Qatar?,,https://x.com/TheSavedSect1/status/1856119574300590337,,,qatar,Qatar ruler,twitter,,,,,,0,5,The First Life,0,,Anjem Shaykh Zubayr (Jewish History Expert),TheSavedSect1,https://pbs.twimg.com/profile_images/1780569062604455936/rTW9ymSn_normal.jpg,0.0,0.0,471.0,False,False,True,negative,0.9975488781929016
X,X,post,1855178460219474270,2024-11-09,"@GlobeEyeNews When a time will come sure , you type traitor monarchy ruler will leave qatar.",,https://x.com/Nisarkh31973095/status/1855178460219474270,,,qatar,Qatar ruler,twitter,,,,,,0,0,india,0,,khannisar,Nisarkh31973095,https://pbs.twimg.com/profile_images/1822236320187482112/ZBL7VGLB_normal.jpg,0.0,0.0,30.0,True,False,False,negative,0.9980342984199524
X,X,post,1855129992239222880,2024-11-09,@JewishWarrior13 We just read a minute ago about QATAR 🇶🇦 and it's Matriarch the mother of Al Thani the ruler of 🇶🇦. https://t.co/XU7h43oOeU,,https://x.com/dmg_zoelle/status/1855129992239222880,,,qatar,Qatar ruler,twitter,,,,,,0,0,,0,,Zoelle DMG,dmg_zoelle,https://pbs.twimg.com/profile_images/1863979354289524736/BwGgXlhu_normal.jpg,0.0,0.0,10.0,True,False,True,negative,0.9707139134407043
X,X,post,1854839873049379062,2024-11-08,"@Acyn Wait! So Powell created the inflation in Australia, Belgium, China, Denmark, Egypt, France, Germany, Honduras, Ireland, Japan, Kenya, Lithuania, Malta, Norway, Oman, Peru, Qatar, Russia, Sweden, Taiwan, the UK, Venezuela, Wales, Yemen &amp; Zambia.

So he’s the omnipotent world ruler https://t.co/Nash0NKmCy",,https://x.com/berry_mory/status/1854839873049379062,,,uk,Qatar ruler,twitter,,,,,,0,0,"London, England",0,,Berry Mory LLB (Hons),berry_mory,https://pbs.twimg.com/profile_images/1666446073525575691/K2po8-ma_normal.jpg,0.0,0.0,98.0,True,False,False,positive,0.9640820622444153
X,X,post,1854335240795476194,2024-11-07,"Reminder that this man is not the Khariji Muhammad ibn ‘Abd al-Wahhab Tamimi; he is Muhammad ibn ‘Abd al-Wahhab Fayhani, a pearl merchant, member of the judicial administration of Qatar, and ruler of Darin in Qatif. https://t.co/jhWWUHZJvn",,https://x.com/hlbyy0/status/1854335240795476194,,,qatar,Qatar ruler,twitter,,,,,,0,50,,2,,الحلبي,hlbyy0,https://pbs.twimg.com/profile_images/1880892875849990144/9lq6zfcr_normal.jpg,2.0,1.0,6351.0,False,False,False,negative,0.9805414080619812
X,X,post,1854226656132493794,2024-11-06,"@3amChronicle @3amChronicle Hijrah is like walking on burning coal. It is very difficult.
Qatar 🇶🇦 lol
Brother I won’t say anything against any ruler.
But people here will kiss 💋 the 🍑 of a white man than treat a fellow Muslim justly. No professionalism at work Most people aren’t competent",,https://x.com/muslim48480/status/1854226656132493794,,,qatar,Qatar ruler,twitter,,,,,,0,2,Dunya,1,,MuslimGuy2.0,muslim48480,https://pbs.twimg.com/profile_images/1873108369407406080/I8b2GWo5_normal.jpg,1.0,0.0,253.0,True,False,False,negative,0.9976691603660583
X,X,post,1854168034979790986,2024-11-06,"🟡LATEST: Qatar Votes to End Voting.
*Referendum allowed #Qatar ruler to appoint legislative council, ending brief experiment where Qataris elected 30 of 45 members
*Emir Sheikh Tamim said elections had caused friction within “families and tribes""
https://t.co/AmOEIS0Oyb",,https://x.com/nayrazz/status/1854168034979790986,,,qatar,Qatar ruler,twitter,,,,,,2,2,"Paris, France",0,,Nayla Razzouk,nayrazz,https://pbs.twimg.com/profile_images/851814279317778432/KtN3XX66_normal.jpg,0.0,0.0,708.0,False,False,False,negative,0.9828018546104431
X,X,post,1854118121625329962,2024-11-06,"#Qatar’s Amir Sheikh Tamim bin Hamad Al-Thani congratulated Donald #Trump on Wednesday after the US presidential candidate claimed victory in the race to the White House.

The ruler of the Gulf monarchy, a key mediator for a ceasefire in Gaza, said he looked forward to “working together again... in promoting security and stability both in the region and globally”.",,https://x.com/arabiandailys/status/1854118121625329962,,,qatar,Qatar ruler,twitter,,,,,,0,0,Oman,0,,Arabian Daily,arabiandailys,https://pbs.twimg.com/profile_images/1677191932617846785/P9m7tHDL_normal.jpg,0.0,0.0,213.0,False,False,False,positive,0.9987413287162781
X,X,post,1854093835367776507,2024-11-06,Qatar ruler becomes the first Gulf leader to congratulate Trump,,https://x.com/ahmed/status/1854093835367776507,,,qatar,Qatar ruler,twitter,,,,,,13,18,the internet,2,,Ahmed Al Omran,ahmed,https://pbs.twimg.com/profile_images/1832092882259292160/e3TweJuH_normal.jpg,2.0,0.0,6384.0,False,False,True,positive,0.9970122575759888
X,X,post,1854083169617682705,2024-11-06,"Qatar’s emir is first Gulf ruler to formally congratulate President-elect Donald Trump. Says he looks forward to working together again.

#USAElections",,https://x.com/ismaeelrn/status/1854083169617682705,,,uae,Qatar ruler,twitter,,,,,,0,1,"Dubai, UAE",1,,Ismaeel Naar,ismaeelrn,https://pbs.twimg.com/profile_images/1844680301433286674/YaCdtavw_normal.jpg,1.0,0.0,512.0,False,False,True,positive,0.9978783130645752
X,X,post,1853843971421720624,2024-11-05,@Anmolkakkar27 Saudi or Qatar me se hi koi jit lega dekh lena berna mera name badal lena @Olympics @OlympicKhel @IndianOlympians,,https://x.com/Chiranj28796556/status/1853843971421720624,,,qatar,Qatar ruler,twitter,,,,,,0,4,,1,,Ruler king,Chiranj28796556,https://pbs.twimg.com/profile_images/1697488082478792705/JMUCDURV_normal.jpg,1.0,0.0,238.0,True,False,False,negative,0.869920015335083
X,X,post,1853755292334305368,2024-11-05,@AmiriDiwan My deepest congratulations to my dearest HH. Sheikh Hamad bin khalifa Al Thani Former royal Ruler of Qatar 🇶🇦 and his Son the Legend of the QatarSheikh Tamim bin Hamad Al Thani Amir of Qatar 🇶🇦 I’m proud of Qatar 🇶🇦  and my 2.8 millions Qataris From USA 🇺🇸 Mohammed former CQAO 🇶🇦,,https://x.com/Mohamme03741280/status/1853755292334305368,,,qatar,Qatar ruler,twitter,,,,,,1,1,,0,,Mohammed Mahmood,Mohamme03741280,https://pbs.twimg.com/profile_images/1183949837286420482/tap35suX_normal.jpg,0.0,0.0,240.0,True,False,False,positive,0.9997641444206238
X,X,post,1852983059085185304,2024-11-03,The Legendary Highness Sheikh Tamim bin Hamad Al Thani and HH. Hamad bin khalifa Al Thani Former ruler of Qatar and Mohammed A Mahmoood Former CEO &amp; Chief Qatari Affairs Officer Diplomatic Mission Qatar I’m proud of Qatar just pray 🤲🏻 Tahajud Midnight Salah 🧎‍♂️🌹have nice day 🇶🇦🇺🇸 https://t.co/b1ZBiLA7gG,,https://x.com/Mohamme03741280/status/1852983059085185304,,,qatar,Qatar ruler,twitter,,,,,,1,1,,0,,Mohammed Mahmood,Mohamme03741280,https://pbs.twimg.com/profile_images/1183949837286420482/tap35suX_normal.jpg,0.0,0.0,85.0,False,False,False,positive,0.862407386302948
X,X,post,1852628512982929513,2024-11-02,@One__Allah @swaveysudani @ViktorNaumenk99 @AbdoElmallah who forced to cancel the f-35 deal bro..🤔UAE didn't need Israel its not like UAE need aid or anything. uae had the upper hand but still submit to Israel. tiny little Qatar resisted while being the biggest us ally. uae ruler got pat in their back and support from usa that's it.,,https://x.com/stallinISballin/status/1852628512982929513,,,us,Qatar ruler,twitter,,,,,,0,0,Gliese,2,,Dictatorship enjoyer 😎🚬,stallinISballin,https://pbs.twimg.com/profile_images/1722797661198385152/amH_QrJ1_normal.jpg,2.0,0.0,59.0,True,False,False,positive,0.8718311190605164
X,X,post,1852612032316481968,2024-11-02,"UK prime minister and ruler of Qatar discuss the latter’s upcoming state visit to England, where the repressive Gulf regime operates a military base. 

👉 https://t.co/FFRjeBDXhJ https://t.co/BSzAXDGox0",,https://x.com/declassifiedUK/status/1852612032316481968,,,uk,Qatar ruler,twitter,,,,,,22,34,United Kingdom,3,,Declassified UK,declassifiedUK,https://pbs.twimg.com/profile_images/1523986863832412162/zwktQl7V_normal.jpg,3.0,0.0,4419.0,False,False,False,positive,0.6044935584068298
X,X,post,1852391161106952352,2024-11-01,"Kuwait, UAE, Libya and Qatar. The Muslim world plays an integral role in the world political and economical sphere.

May Allah give some gayrah to Muslim ruler",,https://x.com/Viral720Boy/status/1852391161106952352,,,qatar,Qatar ruler,twitter,,,,,,0,1,Sarzameen hindustan,0,,Munna Bihari,Viral720Boy,https://pbs.twimg.com/profile_images/1869402022870720512/orcFQHbB_normal.jpg,0.0,0.0,28.0,True,False,False,positive,0.993506908416748
X,X,post,1851616960271798510,2024-10-30,"@KingLeo292171 @falsewinger_ @pensafute Wesley Sneijder was man of the match in a lot of the Dutch games,he also was the joint top scorer at 5 goals 
and not one of those were the Mickey Mouse penalties Messi got in Qatar.Istg plastic fans have their own world",,https://x.com/theshy08746434/status/1851616960271798510,,,qatar,Qatar ruler,twitter,,,,,,0,0,,1,,RULER,theshy08746434,https://pbs.twimg.com/profile_images/1674761765115273217/7AJ_GnzH_normal.png,1.0,0.0,48.0,True,False,False,positive,0.9809862971305847
X,X,post,1851616255922327748,2024-10-30,Qatar's ruler says his nation will vote on abandoning legislative elections after just one poll (from @AP) https://t.co/5ugLBFzOTM,,https://x.com/AnnaLeaJacobs/status/1851616255922327748,,,qatar,Qatar ruler,twitter,,,,,,0,1,Doha and New York,0,,Anna Jacobs,AnnaLeaJacobs,https://pbs.twimg.com/profile_images/1576974268004503554/97raou3b_normal.jpg,0.0,0.0,340.0,False,False,False,negative,0.9980906844139099
X,X,post,1851036908325077057,2024-10-28,"و (الشب)
Qatar’s ruler, Emir Sheikh Tamim bin Hamad Al Thani, descends from a family that has ruled the tiny Arabian Peninsula country, home to the world’s third-largest natural gas reserve, for nearly 170 years. Tamim rose to power in 2013 after his father abdicated the throne, https://t.co/L8yKMVsVKC",,https://x.com/SadButTrue_83/status/1851036908325077057,,,qatar,Qatar ruler,twitter,,,,,,0,0,,1,,NothingElseMatters,SadButTrue_83,https://pbs.twimg.com/profile_images/988619244177903618/HTCJBVoj_normal.jpg,1.0,0.0,42.0,False,False,True,positive,0.9980043768882751
X,X,post,1851005909071237197,2024-10-28,@mehdirhasan Phone call to Qatar ruler to give Hamas 48 hrs to release d hostages or their assets will be frozen and their leaders in Qatar extradicted to d US. A phone call from Biden would do that and end d war,,https://x.com/kokokhere/status/1851005909071237197,,,qatar,Qatar ruler,twitter,,,,,,0,0,"Benin-City, Nigeria",0,,Eromonsele,kokokhere,https://pbs.twimg.com/profile_images/1791865374515900416/1MaKWYbn_normal.jpg,0.0,0.0,15.0,True,False,False,negative,0.9956002235412598
X,X,post,1850629895958732945,2024-10-27,"#QNA_Video|
HH the Amir Meets the Deputy Ruler of Abu Dhabi and the National Security Adviser of the Sisterly United Arab #Emirates and Accompanying Delegation at His Office in Lusail Palace
#QNA #Qatar 
https://t.co/DG5fNrRnJJ https://t.co/n1Zbiue2pt",,https://x.com/QNAEnglish/status/1850629895958732945,,,qatar,Qatar ruler,twitter,,,,,,1,1,Qatar,0,,Qatar News Agency,QNAEnglish,https://pbs.twimg.com/profile_images/1575047828984020993/2pyZK43Q_normal.jpg,0.0,0.0,461.0,False,False,False,positive,0.8985879421234131
X,X,post,1850624274622472654,2024-10-27,"As CIA Director and Israel’s Mossad Heads are now meeting Qatar’s PM, per AXIOS / Al Arabiya 

Earlier today, Emir of Qatar received Deputy Ruler of Abu Dhabi and UAE NSA Chief HH Sheikh Tahnoon bin Zayed, per WAM https://t.co/5gwEEE4Men",,https://x.com/HSajwanization/status/1850624274622472654,,,uae,Qatar ruler,twitter,,,,,,18,160,"Dubai, United Arab Emirates",14,,حسن سجواني 🇦🇪 Hassan Sajwani,HSajwanization,https://pbs.twimg.com/profile_images/1525434442021539842/99GMvtNA_normal.jpg,14.0,2.0,13454.0,False,False,False,negative,0.9221556186676025
X,X,post,1850552787895300333,2024-10-27,"Qatari Emir HH Sheikh Tamim bin Hamad Al Thani receives HH Sheikh Tahnoon bin Zayed Al Nahyan, Deputy Ruler of Abu Dhabi and National Security Advisor, in Doha 
#UAE #Qatar #Doha 
@TamimBinHamad 
@hhtbzayed 
@uaeembdoha https://t.co/XcvZG74dKh",,https://x.com/UAE_Forsan/status/1850552787895300333,,,qatar,Qatar ruler,twitter,,,,,,0,1,United Arab Emirates 🇦🇪,0,,UAE Forsan,UAE_Forsan,https://pbs.twimg.com/profile_images/1526601479909416961/gJd8lhbe_normal.jpg,0.0,0.0,181.0,False,False,False,positive,0.8809936046600342
X,X,post,1850519400400490581,2024-10-27,"His Highness the #Amir Sheikh Tamim bin Hamad Al-Thani receives Sheikh Tahnoun bin Zayed Al Nahyan, Deputy Ruler of #Abu_Dhabi and National Security Advisor of the sisterly #United_Arab_Emirates, and the accompanying delegation, at his office in Lusail Palace. @AmiriDiwan @TamimBinHamad @MBA_AlThani_ @MofaQatar_EN 

https://t.co/ygiK8nR2h9",,https://x.com/GulfTimes_QATAR/status/1850519400400490581,,,qatar,Qatar ruler,twitter,,,,,,1,1,Al Hilal - C Ring Road,3,,Gulf Times,GulfTimes_QATAR,https://pbs.twimg.com/profile_images/1844665184385638400/MBkW_VuS_normal.jpg,3.0,0.0,423.0,False,False,False,positive,0.9210473299026489
X,X,post,1850510414129311876,2024-10-27,"#Qatar's Amir Sheikh @TamimBinHamad welcomed Sheikh Tahnoun bin Zayed Al Nahyan, the Deputy Ruler of Abu Dhabi and #National Security Advisor of the United Arab Emirates, along with his delegation, at #Lusail Palace. https://t.co/O6RoE6h3W3",,https://x.com/dohanews/status/1850510414129311876,,,qatar,Qatar ruler,twitter,,,,,,0,6,"Doha, Qatar",1,,Doha News,dohanews,https://pbs.twimg.com/profile_images/790832152778772480/rp8BozXv_normal.jpg,1.0,0.0,1507.0,False,False,False,positive,0.9958876967430115
X,X,post,1850505730056487173,2024-10-27,"HH the Amir Meets the Deputy Ruler of Abu Dhabi and the National Security Adviser of the Sisterly United Arab Emirates and Accompanying Delegation at His Office in Lusail Palace
#QNA #Qatar #UAE 
https://t.co/yyyIAlrUDn https://t.co/DqGRDhGwWY",,https://x.com/QNAEnglish/status/1850505730056487173,,,qatar,Qatar ruler,twitter,,,,,,1,3,Qatar,0,,Qatar News Agency,QNAEnglish,https://pbs.twimg.com/profile_images/1575047828984020993/2pyZK43Q_normal.jpg,0.0,0.0,598.0,False,False,False,positive,0.9775403141975403
X,X,post,1850499600999752063,2024-10-27,"His Highness the Amir of the State of Qatar Sheikh Tamim bin Hamad Al Thani has received at his office in Lusail Palace His Highness Sheikh Tahnoun bin Zayed Al Nahyan, Deputy Ruler of Abu Dhabi and National Security Advisor of the United Arab Emirates, and his accompanying delegation.
At the beginning of the meeting, His Highness Sheikh Tahnoun bin Zayed Al Nahyan conveyed the greetings of His Highness Sheikh Mohammed bin Zayed Al Nahyan, President of the United Arab Emirates, and His Highness Sheikh Mohammed bin Rashid Al Maktoum, Vice President, Prime Minister and Ruler of Dubai, to their brother His Highness the Amir, wishing him good health and happiness, and the Qatari people further progress and prosperity. His Highness the Amir entrusted His Highness Sheikh Tahnoun bin Zayed Al Nahyan to convey his greetings to his brother His Highness the President of the United Arab Emirates and his brother His Highness the Vice President, Prime Minister and Ruler of Dubai, wishing them good health and wellness, and the brotherly people of the Emirates continued progress and prosperity.
During the meeting, they reviewed the fraternal relations between the two countries and ways to develop and strengthen them. A number of topics of common interest were also discussed.
The meeting was attended by Prime Minister and Minister of Foreign Affairs HE Sheikh Mohammed bin Abdulrahman bin Jassim Al Thani.

#qatar #uae",,https://x.com/Qatar_Tribune/status/1850499600999752063,,,qatar,Qatar ruler,twitter,,,,,,1,0,"Doha, Qatar",0,,Qatar Tribune,Qatar_Tribune,https://pbs.twimg.com/profile_images/799894230286106624/McAOlDRT_normal.jpg,0.0,0.0,178.0,False,False,False,positive,0.9983780384063721
X,X,post,1850498818262880563,2024-10-27,"Amir receives Abu Dhabi Deputy Ruler and UAE National Security Advisor
#Qatar #UAE #AbuDhabi 
https://t.co/nAlH9K1orz",,https://x.com/PeninsulaQatar/status/1850498818262880563,,,qatar,Qatar ruler,twitter,,,,,,0,1,Qatar,0,,The Peninsula Qatar,PeninsulaQatar,https://pbs.twimg.com/profile_images/1522981699843465220/bCI9h3xI_normal.jpg,0.0,0.0,343.0,False,False,False,positive,0.8942455649375916
X,X,post,1850168014215225817,2024-10-26,"Kikiumana sana instead of trying to go to Qatar,heri nihamie some unknown rural place then become one badass farmer, living only on natural food.",,https://x.com/CoolRuler_Y/status/1850168014215225817,,,qatar,Qatar ruler,twitter,,,,,,2,9,Cloud 9 ,0,,CoolRuler,CoolRuler_Y,https://pbs.twimg.com/profile_images/1836102727610355712/6XpbIuDU_normal.jpg,0.0,0.0,87.0,False,False,False,negative,0.9979222416877747
X,X,post,1849928614311317771,2024-10-25,"The future generation in the world will remember that the #Taliban terrorist group was made the ruler of #Afghanistan by the #US, #NATO, #Khalilzad, #Qatar and #Pakistan, who deprived more than 15 million women of their rights, and closed educational schools for them. They were women only because of their gender

#Afganistan 
#Taliban 
@SE_AfghanWGH 
@heatherbarr1",,https://x.com/womenaidafghan1/status/1849928614311317771,,,qatar,Qatar ruler,twitter,,,,,,3,7,,0,,Golchehrah Yaftali,womenaidafghan1,https://pbs.twimg.com/profile_images/1803819471242399745/YDTqSrde_normal.jpg,0.0,0.0,1156.0,False,False,False,negative,0.7587336897850037
X,X,post,1849848453565931700,2024-10-25,"Adani inataka kutumaliza halafu kuna meatheads zinataka kwenda Qatar, WTF https://t.co/WXPLAnhdZA",,https://x.com/CoolRuler_Y/status/1849848453565931700,,,qatar,Qatar ruler,twitter,,,,,,1,1,Cloud 9 ,0,,CoolRuler,CoolRuler_Y,https://pbs.twimg.com/profile_images/1836102727610355712/6XpbIuDU_normal.jpg,0.0,0.0,101.0,False,False,False,negative,0.9887034296989441
X,X,post,1849345084593951116,2024-10-24,"#GulfHistoryPortal🔍| 64 years ago, Ahmad bin Ali Al-Thani became the Ruler of #Qatar after his father's abdication. During his 12-year reign the country expanded its oil economy, established Ministry of Finance and gained independence from the #UK

🔵https://t.co/MEuzRRuPrj https://t.co/3FZF1HRZAM",,https://x.com/EGIC_/status/1849345084593951116,,,qatar,Qatar ruler,twitter,,,,,,0,0,"Roma, Lazio",0,,Euro-Gulf Information Centre,EGIC_,https://pbs.twimg.com/profile_images/1701913029544194048/YQRwMYzG_normal.jpg,0.0,0.0,42.0,False,False,False,positive,0.8943007588386536
X,X,post,1849340838779748853,2024-10-24,"A wavering ditz, a ruler by pacification, feared by no bad actors, and loved by terrorism-supporting states like the Islamic Republic of #Iran and Qatar — a threat to America and the world. No to Kamala Harris. 

Trump must win!",,https://x.com/John_Israel_II/status/1849340838779748853,,,qatar,Qatar ruler,twitter,,,,,,0,0,The Island In Time,0,,John Israel II,John_Israel_II,https://pbs.twimg.com/profile_images/1847008065302003712/k6oyD9Kv_normal.jpg,0.0,0.0,111.0,False,False,True,positive,0.9982430934906006
X,X,post,1848694823584219499,2024-10-22,"@Chris_1791 @nypost He should fly to Qatar instead and pressure the ruler to stop financing terrorism and hosting terrorists. To stop exporting ideas of the Islamic state in Iran to United States and Europe, especially the US universities.",,https://x.com/Gregsy_reborn/status/1848694823584219499,,,qatar,Qatar ruler,twitter,,,,,,3,19,,1,,Gregsy,Gregsy_reborn,https://pbs.twimg.com/profile_images/1702345332711989248/zSQYbBQq_normal.jpg,1.0,0.0,231.0,True,False,False,negative,0.9986775517463684
X,X,post,1848270801365352805,2024-10-21,"@mvdeepstate I see you don’t know about the hierarchy withn the ME yet.
UAE is Jewish. 
Saudi is Muslim country with Jewish ruler. 
Qatar is moderate (whatever that is)
Jordan doesn’t need an introduction. 

Pakistan is just India. They don’t give a fuck",,https://x.com/animfromAddu/status/1848270801365352805,,,qatar,Qatar ruler,twitter,,,,,,0,0,,1,,Anim,animfromAddu,https://pbs.twimg.com/profile_images/1901935972662845440/w5ntw_0W_normal.jpg,1.0,0.0,43.0,True,False,False,negative,0.9766572713851929
